video_id,comment_id,author,text,like_count,published_at,updated_at,is_reply,parent_id
jBjLLYvzi6c,UgxDtLiJxrRAVFh6ce14AaABAg,@CongThanhNguyen-w2y,Đánh cho lắm vô cũng thua kỷ lục bất bại vòng ck ckgt của chovy thôi 🐧,0,2025-11-02T16:40:18Z,2025-11-02T16:40:18Z,False,
jBjLLYvzi6c,UgxDtLiJxrRAVFh6ce14AaABAg.AP1QDOudvJMAP1x9whPddz,@viettong9244,Thôi đừng khóc 😅😅,0,2025-11-02T21:36:55Z,2025-11-02T21:36:55Z,True,UgxDtLiJxrRAVFh6ce14AaABAg
jBjLLYvzi6c,UgwXMPZmWTcypWXagu14AaABAg,@quannguyen-yr6eo,Nghe đọc rap,0,2025-11-02T16:11:54Z,2025-11-02T16:11:54Z,False,
jBjLLYvzi6c,Ugz17gyhevqAv4b4kIV4AaABAg,@hoaile8037,Bô,0,2025-11-02T16:11:31Z,2025-11-02T16:11:31Z,False,
jBjLLYvzi6c,Ugwvu8zTJADHsFSUBm94AaABAg,@hongngocvu2188,Phút 26 doran trụ bắn 13 phát ko bảo s😂😂😂,0,2025-11-02T15:45:01Z,2025-11-02T15:45:01Z,False,
jBjLLYvzi6c,Ugzhc6NgOSIsduxiXYJ4AaABAg,@NguyệnNguyễn-c5f2i,Bình luận viên chán quá nghe ko hay,1,2025-11-02T15:39:01Z,2025-11-02T15:39:01Z,False,
jBjLLYvzi6c,UgwSLSapkEmPEI1Vztp4AaABAg,@chumol95,Có canavi đứng đợi…🌚,0,2025-11-02T15:32:40Z,2025-11-02T15:32:40Z,False,
jBjLLYvzi6c,UgwDN8xyzf_10szdvQB4AaABAg,@HaaNguyênmanh,Game thủ khổ nhất cktg mang tên jackielove 😂😂😂 quá khổ,0,2025-11-02T15:31:53Z,2025-11-02T15:31:53Z,False,
jBjLLYvzi6c,Ugx5v5JC-aorCOAv6O94AaABAg,@LienNguyen-ml6pz,2:08:39 3ron vừa đúng lúc ra luôm😂😂😂😂,3,2025-11-02T15:30:06Z,2025-11-02T15:30:06Z,False,
jBjLLYvzi6c,UgxerMAgKQnVwv75oZB4AaABAg,@huyuc5793,helo,0,2025-11-02T15:16:21Z,2025-11-02T15:16:21Z,False,
jBjLLYvzi6c,UgxzqeKYi7XOSN6W7Ap4AaABAg,@VnRaine,hay,0,2025-11-02T15:05:24Z,2025-11-02T15:05:24Z,False,
jBjLLYvzi6c,Ugw4MLxUPg5C99dx-Yp4AaABAg,@oanang3394,ở trận chung kết fan geng kiểu KT cố lên à 😂😂😂😂,8,2025-11-02T15:01:25Z,2025-11-02T15:01:25Z,False,
jBjLLYvzi6c,Ugy4yivDiqkGXy--bTF4AaABAg,@nhatnamtran9305,Ko có cúp LCK thì đã làm sao ko có cúp MSI thì đã làm sao chỉ cần cup world là đc,0,2025-11-02T15:00:15Z,2025-11-02T15:00:15Z,False,
jBjLLYvzi6c,UgygeNx9IwWPO2ZCxpd4AaABAg,@haipham95z,Bố dậy con là bố chấp tốc biến ;)),11,2025-11-02T14:56:54Z,2025-11-02T14:56:54Z,False,
jBjLLYvzi6c,Ugygau-4lJkyDMFiE354AaABAg,@hiepmen21,Khổ như anh tình,0,2025-11-02T14:56:23Z,2025-11-02T14:56:23Z,False,
jBjLLYvzi6c,Ugx8mruyLeHup3PYWKd4AaABAg,@0612hi,Bình luận dở thật sự :))),0,2025-11-02T14:56:00Z,2025-11-02T14:56:00Z,False,
jBjLLYvzi6c,UgyiRKiwMBHMpOgdvmZ4AaABAg,@TN-tu8ug,🤣🤣🤣,0,2025-11-02T14:54:30Z,2025-11-02T14:54:30Z,False,
jBjLLYvzi6c,UgwJla2VlP3n_5ZP_ZZ4AaABAg,@layvu8382,Nhìn faker múa ori vs galio khác bọt hẳn so vs chovy,0,2025-11-02T14:52:04Z,2025-11-02T14:52:04Z,False,
jBjLLYvzi6c,UgwJla2VlP3n_5ZP_ZZ4AaABAg.AP1Dpg93h12AP1RTN899tQ,@ThếLêQuang-i5j,Lối lên đồ đã khác rồi. Galio thì F úp phép trước. Ori thì lại lên đồ kiểu có máu lúc đầu.,1,2025-11-02T16:51:13Z,2025-11-02T16:51:13Z,True,UgwJla2VlP3n_5ZP_ZZ4AaABAg
jBjLLYvzi6c,Ugzw08YsiXmcINokhPJ4AaABAg,@ucduong4371,CÒN GÌ CAY HƠN KHI FANS GEN PHẢI CỖ VŨ CHÍNH ĐỘI ĐÁ ĐÍT IDOL MÌNH VỀ NƯỚC,0,2025-11-02T14:46:41Z,2025-11-02T14:46:41Z,False,
jBjLLYvzi6c,UgyV6TnI0-XssaQmYiJ4AaABAg,@TylerBui.,Chung kết liệu sẽ là lần đầu cho Doran hay cho tất cả thành viên KT . 2 đội này ai vô địch cũng ok 👌,22,2025-11-02T14:45:05Z,2025-11-02T14:45:05Z,False,
jBjLLYvzi6c,UgyV6TnI0-XssaQmYiJ4AaABAg.AP1D1X0GVkPAP2UP3ZeZE5,@haiangphung797,"Cho em Doran đi ,tội em nó cũng khát khao lắm rồi",5,2025-11-03T02:36:05Z,2025-11-03T02:36:05Z,True,UgyV6TnI0-XssaQmYiJ4AaABAg
jBjLLYvzi6c,UgykE31BoFdaoZc0HcV4AaABAg,@tvgame7985,.,0,2025-11-02T14:41:58Z,2025-11-02T14:41:58Z,False,
jBjLLYvzi6c,UgzCKo7-G36VadkwPXB4AaABAg,@kimvuong1083,"kog biet ruler
 dang nghi ve trang phuc tktg gi roi",0,2025-11-02T14:36:46Z,2025-11-02T14:37:28Z,False,
jBjLLYvzi6c,UgwQPr2hKynMEd13CtF4AaABAg,@layvu8382,"Đại chiến viễn thông vươn tầm thế giới, con bố của lpl vẫn là bố, bố có già vẫn đấm các con ko trượt phát lào",0,2025-11-02T14:25:03Z,2025-11-02T14:25:03Z,False,
jBjLLYvzi6c,Ugyu2cwidrxQ4Il-VQV4AaABAg,@Thiennh966,hay,0,2025-11-02T14:16:25Z,2025-11-02T14:16:25Z,False,
jBjLLYvzi6c,UgzOtsexnoLo1Od1hrN4AaABAg,@tuangtvt9x,mua 5 bình oxy mà ko phải dùng đến ak. đánh vs AL còn dùng mất 1 bình :))),0,2025-11-02T14:13:13Z,2025-11-02T14:13:13Z,False,
jBjLLYvzi6c,Ugy_I95C_W9omNiEXR54AaABAg,@sonthai5073,Tui 44 tuổi vẫn xem,5,2025-11-02T14:04:24Z,2025-11-02T14:04:24Z,False,
jBjLLYvzi6c,Ugy_I95C_W9omNiEXR54AaABAg.AP18N_AqQYKAP30nNlMpbt,@nguyentoan15,t 46 tủi nè,0,2025-11-03T07:36:38Z,2025-11-03T07:36:38Z,True,Ugy_I95C_W9omNiEXR54AaABAg
jBjLLYvzi6c,Ugy_I95C_W9omNiEXR54AaABAg.AP18N_AqQYKAP3KAlVoEeF,@NguyenNgocKhanh1994,Tui 65 nè,1,2025-11-03T10:25:59Z,2025-11-03T10:25:59Z,True,Ugy_I95C_W9omNiEXR54AaABAg
jBjLLYvzi6c,UgyQZfofhgfGAQqLPPV4AaABAg,@HungQuach-r9y,Đúng là khổ như Jackeylove!😄😄😄,0,2025-11-02T13:57:46Z,2025-11-02T13:57:46Z,False,
jBjLLYvzi6c,UgwvOmAmsPByWYt1p2F4AaABAg,@DuyNguyen-bo9kh,Vẫn là LCK mở rộng 🎉,0,2025-11-02T13:50:25Z,2025-11-02T13:50:25Z,False,
jBjLLYvzi6c,UgzaJqm7F-sGDr9EDM14AaABAg,@HuỳnhHuy-d5m,..,0,2025-11-02T13:48:04Z,2025-11-02T13:48:04Z,False,
jBjLLYvzi6c,UgwN32tYYIZvIVaxG3R4AaABAg,@ManhBui-no9we,Này là game Hàn cmn rồi còn gì 😃 nhưng qua PUBG thì hơi đuối,0,2025-11-02T13:21:40Z,2025-11-02T13:21:40Z,False,
jBjLLYvzi6c,UgwN32tYYIZvIVaxG3R4AaABAg.AP13Uc2N53aAP16NDl4fZG,@longthe5175,Pubg hàn k đuối nếu là đội tuyển QG nhưng là đội tuyển của các team kìa thì đuôi,0,2025-11-02T13:46:52Z,2025-11-02T13:46:52Z,True,UgwN32tYYIZvIVaxG3R4AaABAg
jBjLLYvzi6c,UgwebpdPKE9u5loMRvJ4AaABAg,@cuubeo134,"Tôi đã khóc, kì chung kết thế giới này MrĐàm được chọn nhiều vê lờ.",2,2025-11-02T13:10:56Z,2025-11-02T13:10:56Z,False,
jBjLLYvzi6c,UgwebpdPKE9u5loMRvJ4AaABAg.AP12Fz4-GcaAP1UEVuXhnV,@meetlight1193,Bài moder của sếp kìa 😂😂😂,0,2025-11-02T17:15:24Z,2025-11-02T17:15:24Z,True,UgwebpdPKE9u5loMRvJ4AaABAg
jBjLLYvzi6c,Ugzj4-fF9ME6DqFzzah4AaABAg,@haphitv7701,Zues lúc này không biết nghĩ gì,0,2025-11-02T13:09:40Z,2025-11-02T13:09:40Z,False,
jBjLLYvzi6c,Ugzj4-fF9ME6DqFzzah4AaABAg.AP126e-JdOcAP14N4tJaO1,@AKhayThào-k8u,Bố mày có đắt ko,0,2025-11-02T13:29:23Z,2025-11-02T13:29:23Z,True,Ugzj4-fF9ME6DqFzzah4AaABAg
jBjLLYvzi6c,UgzgxGSZv74UDXFoYBd4AaABAg,@h2o958,Tes đánh chán ghê,0,2025-11-02T13:08:51Z,2025-11-02T13:08:51Z,False,
jBjLLYvzi6c,UgxfBGNkiLhH6HIBRT14AaABAg,@MinhTo-sw7bo,Muốn 3-0 hay 3-1😂,2,2025-11-02T13:08:22Z,2025-11-02T13:08:22Z,False,
jBjLLYvzi6c,UgxfBGNkiLhH6HIBRT14AaABAg.AP11yCmZRStAP14eomKulm,@GiaosuBacGiaU70,Phải là muốn 3-0 hay 5-0 + 6 cup ,1,2025-11-02T13:31:56Z,2025-11-02T13:31:56Z,True,UgxfBGNkiLhH6HIBRT14AaABAg
jBjLLYvzi6c,UgxtkfqEAX7Wh80CFu94AaABAg,@luongvandao1163,.,0,2025-11-02T12:55:01Z,2025-11-02T12:55:01Z,False,
jBjLLYvzi6c,Ugyy7zq9m4kKpjZJCvh4AaABAg,@XuanHoaHoa-ys2kk,hay,0,2025-11-02T12:53:48Z,2025-11-02T12:53:48Z,False,
jBjLLYvzi6c,UgxTUTe2LCajDOG-jEJ4AaABAg,@HungNguyen-dn3zc,"Ông anh bảo: ""Tao đi tù 10 năm về Faker vẫn đi đường mid vẫn vô địch CKTG à???""",4,2025-11-02T12:49:13Z,2025-11-02T12:49:13Z,False,
jBjLLYvzi6c,UgxTUTe2LCajDOG-jEJ4AaABAg.AP1-luYAjraAP10JHufvGS,@Ninbear,Tất nhiên là như thế rồi:))),0,2025-11-02T12:53:54Z,2025-11-02T12:53:54Z,True,UgxTUTe2LCajDOG-jEJ4AaABAg
jBjLLYvzi6c,UgwYYd781MlIxZ5UUdN4AaABAg,@huynhnguyetkiem,t đoán là fan kt tự nhiên lòi ra cả đống fan haha,9,2025-11-02T12:37:46Z,2025-11-02T12:37:46Z,False,
jBjLLYvzi6c,UgwYYd781MlIxZ5UUdN4AaABAg.AP0zT4GLSkVAP11crR-FnG,@khanhduong9337,Còn gì nhục hơn khi phải cổ vũ cho đội đã đá Gen về nước 🗿,4,2025-11-02T13:05:27Z,2025-11-02T13:05:27Z,True,UgwYYd781MlIxZ5UUdN4AaABAg
jBjLLYvzi6c,UgwYYd781MlIxZ5UUdN4AaABAg.AP0zT4GLSkVAP1cqJoqNGN,@thinhvuvapor820,@khanhduong9337chí vlin haha,0,2025-11-02T18:39:21Z,2025-11-02T18:39:21Z,True,UgwYYd781MlIxZ5UUdN4AaABAg
jBjLLYvzi6c,UgzFf5HoU9ho7aUbqJp4AaABAg,@QuangLâmNgô-f2r7s,Creme đánh hài v,0,2025-11-02T12:36:29Z,2025-11-02T12:36:29Z,False,
jBjLLYvzi6c,UgyZ0zL6TV5_RweVZMF4AaABAg,@Tayfood,Seed 4 đánh cỡ này thì shit 1 shit 2 chắc phải bá voãi cức 😂😂😂,1,2025-11-02T12:36:27Z,2025-11-02T12:36:27Z,False,
jBjLLYvzi6c,UgyXivwG_qZyc9CRpr14AaABAg,@HaiNguyen-yw2tz,Al thua thì coi như lpl hết cơ hội r,0,2025-11-02T12:35:45Z,2025-11-02T12:35:45Z,False,
jBjLLYvzi6c,UgzbTZN4OXAOcMcOW4l4AaABAg,@uctrungnguyen3462,Out trình vl,0,2025-11-02T12:32:29Z,2025-11-02T12:32:29Z,False,
jBjLLYvzi6c,Ugyw5yi2-VudihJ2Qod4AaABAg,@djDRAKEKUN,hay qua nma ai hoi,0,2025-11-02T12:32:26Z,2025-11-02T12:32:26Z,False,
jBjLLYvzi6c,UgyXaM04XRmQQ1beHrd4AaABAg,@kiet004,Mùa mới cố gắng anh tình,1,2025-11-02T12:24:36Z,2025-11-02T12:24:36Z,False,
jBjLLYvzi6c,UgyXaM04XRmQQ1beHrd4AaABAg.AP0xxbtHIbSAP13IERwTCn,@oner614,Anh tình bị thất tình 😅,0,2025-11-02T13:19:59Z,2025-11-02T13:19:59Z,True,UgyXaM04XRmQQ1beHrd4AaABAg
jBjLLYvzi6c,UgysYPoKmmtOikt5RMl4AaABAg,@uctam1839,Guma gê quá,0,2025-11-02T12:23:12Z,2025-11-02T12:23:12Z,False,
jBjLLYvzi6c,UgxJvBtxn70ljwFEBA14AaABAg,@DuyTruc-x8w,Mấy h ngày 9.11 z ạ,0,2025-11-02T12:19:56Z,2025-11-02T12:19:56Z,False,
